Atk_Attack,Atk_SpAtk,Atk_Type1,Atk_Type2,Def_Defense,Def_SpDef,Def_Type1,Def_Type2,Move_Power,Move_Type,Move_Category,Damage
119,55,Bug,Mono,147,78,Normal,Mono,80,Bug,Physical,38
73,91,Flying,Mono,133,111,Flying,Rock,75,Flying,Special,21
106,68,Grass,Normal,77,72,Flying,Electric,90,Normal,Special,57
143,97,Dragon,Bug,88,79,Bug,Mono,80,Dragon,Physical,88
148,81,Normal,Mono,144,106,Dragon,Mono,90,Fairy,Physical,78
102,117,Ghost,Mono,52,154,Dragon,Bug,70,Ghost,Physical,83
103,69,Flying,Dragon,88,79,Bug,Mono,75,Flying,Special,83
105,94,Fairy,Mono,114,58,Ice,Mono,95,Fairy,Special,101
97,70,Ghost,Normal,153,54,Psychic,Mono,80,Ghost,Special,132
129,118,Rock,Flying,93,129,Ghost,Mono,80,Rock,Special,43
139,74,Ground,Mono,88,79,Bug,Mono,120,Flying,Physical,154
53,96,Normal,Fire,103,112,Ice,Grass,90,Fire,Special,207
140,85,Ice,Ground,101,72,Ghost,Normal,100,Ground,Physical,84
139,74,Ground,Mono,110,113,Rock,Flying,90,Water,Physical,93
51,98,Fighting,Fairy,139,100,Water,Fairy,90,Electric,Special,76
94,165,Bug,Poison,59,52,Ground,Mono,80,Dark,Special,166
66,162,Dragon,Ground,130,110,Fairy,Rock,90,Ground,Special,172
75,136,Fairy,Dark,130,120,Psychic,Mono,95,Fairy,Special,69
169,126,Poison,Mono,72,77,Dark,Mono,90,Fairy,Physical,178
72,117,Flying,Rock,52,154,Dragon,Bug,120,Flying,Physical,202
137,43,Flying,Mono,62,162,Normal,Mono,120,Flying,Physical,153
102,117,Ghost,Mono,150,158,Psychic,Poison,80,Ghost,Special,83
72,117,Flying,Rock,101,72,Ghost,Normal,75,Flying,Special,78
66,162,Dragon,Ground,62,162,Normal,Mono,100,Ground,Physical,69
85,128,Flying,Electric,64,101,Water,Ice,90,Electric,Special,152
96,108,Normal,Mono,102,79,Fire,Ground,90,Ground,Special,110
106,68,Grass,Normal,150,158,Psychic,Poison,90,Normal,Special,24
68,135,Ghost,Mono,130,110,Fairy,Rock,80,Ghost,Special,61
105,94,Fairy,Mono,88,79,Bug,Mono,95,Fairy,Special,76
155,114,Water,Mono,128,132,Fighting,Electric,90,Water,Physical,62
129,118,Rock,Flying,149,112,Fairy,Mono,90,Poison,Special,79
72,80,Steel,Water,140,134,Flying,Mono,90,Water,Special,37
129,118,Rock,Flying,55,86,Poison,Mono,90,Ground,Special,112
99,120,Poison,Mono,139,93,Ghost,Grass,90,Poison,Special,76
113,80,Dark,Fairy,62,162,Normal,Mono,90,Fairy,Physical,99
72,80,Steel,Water,75,52,Flying,Mono,90,Water,Special,81
99,120,Poison,Mono,133,111,Flying,Rock,90,Grass,Special,41
70,131,Rock,Mono,147,78,Normal,Mono,80,Rock,Special,86
83,54,Psychic,Mono,117,80,Poison,Mono,90,Psychic,Special,73
63,91,Psychic,Poison,55,86,Poison,Mono,80,Psychic,Physical,123
128,94,Fire,Normal,152,94,Rock,Mono,90,Normal,Special,27
148,79,Dark,Mono,88,54,Electric,Mono,80,Dark,Physical,88
139,74,Ground,Mono,82,63,Rock,Mono,100,Ground,Physical,221
136,73,Ghost,Mono,130,72,Ice,Bug,80,Rock,Special,146
128,71,Grass,Dragon,144,106,Dragon,Mono,85,Dragon,Special,72
97,70,Ghost,Normal,103,82,Rock,Bug,120,Fighting,Physical,46
68,135,Ghost,Mono,140,134,Flying,Mono,80,Ghost,Special,53
68,135,Ghost,Mono,139,93,Ghost,Grass,80,Ghost,Special,217
129,118,Rock,Flying,61,77,Fairy,Mono,90,Poison,Special,124
60,78,Psychic,Mono,152,94,Rock,Mono,90,Ground,Special,63
139,74,Ground,Mono,157,90,Grass,Poison,120,Flying,Physical,85
51,98,Fighting,Fairy,124,113,Normal,Mono,80,Fighting,Special,81
155,114,Water,Mono,139,100,Water,Fairy,90,Psychic,Special,40
99,64,Ground,Mono,95,134,Dark,Fairy,100,Ground,Physical,64
75,108,Flying,Mono,102,91,Flying,Mono,90,Electric,Special,82
143,97,Dragon,Bug,153,54,Psychic,Mono,90,Bug,Special,197
83,54,Psychic,Mono,133,123,Dark,Mono,90,Bug,Special,36
96,108,Normal,Mono,100,90,Dragon,Mono,90,Normal,Special,73
94,165,Bug,Poison,53,171,Water,Mono,80,Poison,Physical,91
106,68,Grass,Normal,128,87,Rock,Mono,90,Grass,Physical,96
122,101,Fairy,Rock,128,132,Fighting,Electric,100,Ground,Physical,81
129,118,Rock,Flying,61,75,Ground,Mono,75,Flying,Special,70
72,80,Steel,Water,137,88,Water,Mono,80,Dark,Special,32
105,94,Fairy,Mono,64,101,Water,Ice,75,Electric,Physical,107
53,69,Psychic,Mono,144,106,Dragon,Mono,90,Psychic,Special,35
103,111,Bug,Mono,114,76,Dark,Mono,90,Bug,Special,166
96,108,Normal,Mono,130,72,Ice,Bug,90,Normal,Special,85
125,121,Dragon,Mono,140,134,Flying,Mono,85,Dragon,Special,47
155,81,Rock,Mono,103,132,Fairy,Mono,75,Rock,Physical,71
136,73,Ghost,Mono,126,149,Fairy,Flying,70,Ghost,Physical,47
72,80,Steel,Water,59,52,Ground,Mono,90,Water,Special,167
156,131,Ice,Mono,74,54,Fire,Bug,90,Ice,Special,65
113,80,Dark,Fairy,152,94,Rock,Mono,90,Fairy,Physical,67
128,71,Grass,Dragon,117,80,Poison,Mono,85,Dragon,Special,70
49,124,Bug,Mono,62,162,Normal,Mono,90,Bug,Special,48
49,124,Bug,Mono,90,98,Flying,Mono,90,Bug,Special,34
79,69,Water,Psychic,150,114,Fighting,Mono,90,Water,Special,32
155,81,Rock,Mono,165,124,Flying,Mono,75,Rock,Physical,97
102,117,Ghost,Mono,64,101,Water,Ice,70,Ghost,Physical,68
106,54,Dark,Mono,62,162,Normal,Mono,120,Fighting,Physical,176
72,117,Flying,Rock,90,98,Flying,Mono,120,Flying,Physical,56
106,54,Dark,Mono,52,154,Dragon,Bug,75,Ice,Physical,132
143,97,Dragon,Bug,88,54,Electric,Mono,90,Bug,Special,105
154,81,Electric,Mono,90,98,Flying,Mono,75,Electric,Physical,237
63,91,Psychic,Poison,104,110,Grass,Normal,80,Poison,Physical,66
125,61,Fighting,Ice,93,129,Ghost,Mono,80,Psychic,Physical,42
103,111,Bug,Mono,132,149,Ghost,Mono,120,Flying,Physical,42
137,43,Flying,Mono,71,43,Psychic,Mono,120,Flying,Physical,134
79,69,Water,Psychic,93,129,Ghost,Mono,90,Water,Physical,48
109,89,Poison,Mono,65,58,Flying,Mono,75,Electric,Physical,108
113,87,Ice,Flying,139,100,Water,Fairy,120,Flying,Physical,64
106,56,Flying,Mono,53,171,Water,Mono,120,Flying,Physical,160
103,111,Bug,Mono,88,79,Bug,Mono,120,Flying,Physical,124
155,81,Rock,Mono,139,93,Ghost,Grass,80,Dark,Physical,76
159,85,Rock,Mono,117,135,Bug,Poison,75,Rock,Physical,118
79,97,Flying,Mono,101,72,Ghost,Normal,75,Flying,Special,61
128,94,Fire,Normal,132,149,Ghost,Mono,90,Fire,Special,37
63,91,Psychic,Poison,61,75,Ground,Mono,80,Psychic,Physical,54
155,81,Rock,Mono,65,58,Flying,Mono,75,Rock,Physical,204
139,74,Ground,Mono,90,98,Flying,Mono,120,Flying,Physical,81
53,69,Psychic,Mono,71,43,Psychic,Mono,80,Ghost,Special,109
105,94,Fairy,Mono,102,79,Fire,Ground,95,Fairy,Special,38
79,97,Flying,Mono,93,129,Ghost,Mono,120,Flying,Physical,64
63,91,Psychic,Poison,107,78,Fire,Ghost,80,Rock,Special,73
106,54,Dark,Mono,93,129,Ghost,Mono,80,Dark,Physical,110
90,114,Grass,Poison,150,158,Psychic,Poison,90,Electric,Special,26
64,134,Flying,Mono,55,86,Poison,Mono,90,Ground,Special,117
73,91,Flying,Mono,101,72,Ghost,Normal,75,Flying,Special,56
72,117,Flying,Rock,65,58,Flying,Mono,75,Flying,Special,95
79,97,Flying,Mono,137,88,Water,Mono,75,Flying,Special,57
83,54,Psychic,Mono,102,79,Fire,Ground,80,Psychic,Physical,42
52,96,Normal,Mono,55,86,Poison,Mono,90,Ground,Special,80
98,96,Fire,Bug,126,149,Fairy,Flying,40,Normal,Physical,14
109,89,Poison,Mono,67,56,Flying,Dragon,90,Poison,Special,83
85,128,Flying,Electric,88,79,Bug,Mono,75,Flying,Special,141
96,108,Normal,Mono,79,138,Water,Psychic,80,Dark,Physical,86
155,81,Rock,Mono,150,158,Psychic,Poison,80,Dark,Physical,69
53,69,Psychic,Mono,59,87,Poison,Mono,80,Psychic,Physical,91
83,54,Psychic,Mono,101,95,Ice,Flying,80,Psychic,Physical,43
117,130,Fire,Ghost,126,149,Fairy,Flying,75,Fire,Physical,40
80,97,Poison,Bug,52,154,Dragon,Bug,80,Bug,Physical,83
83,54,Psychic,Mono,128,132,Fighting,Electric,80,Psychic,Physical,66
106,68,Grass,Normal,127,95,Steel,Water,90,Grass,Physical,75
66,120,Fairy,Mono,93,129,Ghost,Mono,95,Fairy,Special,51
118,99,Fire,Ground,65,58,Flying,Mono,75,Ice,Physical,111
106,54,Dark,Mono,53,171,Water,Mono,80,Dark,Physical,103
154,81,Electric,Mono,130,120,Psychic,Mono,75,Electric,Physical,85
102,117,Ghost,Mono,64,101,Water,Ice,70,Ghost,Physical,67
66,120,Fairy,Mono,59,87,Poison,Mono,80,Psychic,Physical,80
63,91,Psychic,Poison,139,100,Water,Fairy,80,Poison,Physical,46
90,114,Grass,Poison,133,123,Dark,Mono,120,Fighting,Physical,66
129,118,Rock,Flying,126,149,Fairy,Flying,80,Rock,Special,87
94,165,Bug,Poison,103,132,Fairy,Mono,80,Poison,Physical,87
103,111,Bug,Mono,71,43,Psychic,Mono,90,Bug,Special,271
106,68,Grass,Normal,75,52,Flying,Mono,90,Normal,Special,74
83,54,Psychic,Mono,135,139,Fairy,Dark,90,Normal,Special,15
139,120,Poison,Mono,57,130,Psychic,Mono,80,Poison,Physical,129
128,71,Grass,Dragon,74,54,Fire,Bug,90,Water,Physical,135
152,49,Ice,Mono,103,132,Fairy,Mono,75,Ice,Physical,66
80,97,Poison,Bug,140,87,Psychic,Electric,90,Bug,Special,184
53,96,Normal,Fire,117,135,Bug,Poison,90,Fire,Special,124
106,56,Flying,Mono,93,129,Ghost,Mono,120,Flying,Physical,80
66,151,Ice,Bug,61,75,Ground,Mono,90,Ice,Special,235
106,54,Dark,Mono,101,95,Ice,Flying,80,Dark,Physical,50
51,98,Fighting,Fairy,62,162,Normal,Mono,80,Fighting,Special,69
66,151,Ice,Bug,72,77,Dark,Mono,90,Ice,Special,104
154,81,Electric,Mono,139,93,Ghost,Grass,80,Steel,Physical,36
68,135,Ghost,Mono,75,52,Flying,Mono,80,Ghost,Special,131
159,85,Rock,Mono,71,43,Psychic,Mono,75,Rock,Physical,100
53,69,Psychic,Mono,82,63,Rock,Mono,90,Psychic,Special,66
72,117,Flying,Rock,128,132,Fighting,Electric,120,Flying,Physical,42
72,80,Steel,Water,100,90,Dragon,Mono,80,Steel,Physical,34
64,91,Psychic,Mono,140,103,Flying,Mono,90,Psychic,Special,49
79,69,Water,Psychic,133,123,Dark,Mono,90,Water,Physical,36
60,78,Psychic,Mono,148,63,Poison,Bug,90,Psychic,Special,143
97,70,Ghost,Normal,157,90,Grass,Poison,80,Ghost,Special,42
60,78,Psychic,Mono,64,101,Water,Ice,80,Psychic,Physical,47
128,94,Fire,Normal,72,77,Dark,Mono,90,Normal,Special,69
73,91,Flying,Mono,139,93,Ghost,Grass,75,Flying,Special,100
152,49,Ice,Mono,75,52,Flying,Mono,75,Ice,Physical,195
99,64,Ground,Mono,93,129,Ghost,Mono,100,Ground,Physical,67
73,91,Flying,Mono,101,72,Ghost,Normal,75,Flying,Special,59
68,135,Ghost,Mono,79,138,Water,Psychic,80,Ghost,Special,101
75,136,Fairy,Dark,140,103,Flying,Mono,95,Fairy,Special,82
73,91,Flying,Mono,61,77,Fairy,Mono,120,Flying,Physical,87
66,151,Ice,Bug,150,114,Fighting,Mono,90,Ice,Special,72
53,69,Psychic,Mono,130,120,Psychic,Mono,80,Ghost,Special,37
129,118,Rock,Flying,79,138,Water,Psychic,80,Rock,Special,47
51,98,Fighting,Fairy,88,79,Bug,Mono,95,Fairy,Special,73
64,134,Flying,Mono,88,54,Electric,Mono,90,Ground,Special,176
106,68,Grass,Normal,103,132,Fairy,Mono,90,Grass,Physical,62
79,69,Water,Psychic,128,132,Fighting,Electric,90,Water,Physical,39
53,96,Normal,Fire,75,52,Flying,Mono,90,Fire,Special,95
94,165,Bug,Poison,114,76,Dark,Mono,80,Bug,Physical,89
169,126,Poison,Mono,88,54,Electric,Mono,90,Poison,Special,138
103,111,Bug,Mono,61,75,Ground,Mono,75,Ice,Physical,104
155,81,Rock,Mono,148,124,Ice,Ground,75,Rock,Physical,46
63,91,Psychic,Poison,149,112,Fairy,Mono,80,Poison,Physical,46
66,120,Fairy,Mono,139,93,Ghost,Grass,95,Fairy,Special,77
66,162,Dragon,Ground,153,54,Psychic,Mono,90,Ground,Special,163
156,131,Ice,Mono,130,110,Fairy,Rock,90,Ice,Special,66
66,120,Fairy,Mono,101,95,Ice,Flying,80,Steel,Special,86
53,69,Psychic,Mono,75,52,Flying,Mono,90,Psychic,Special,72
52,96,Normal,Mono,153,54,Psychic,Mono,90,Normal,Special,106
144,117,Water,Ice,82,163,Poison,Mono,100,Ground,Physical,145
53,104,Fairy,Flying,102,91,Flying,Mono,95,Fairy,Special,65
122,101,Fairy,Rock,133,111,Flying,Rock,80,Rock,Special,96
154,116,Flying,Mono,137,88,Water,Mono,90,Grass,Special,104
119,55,Bug,Mono,74,54,Fire,Bug,80,Dark,Physical,51
155,114,Water,Mono,59,87,Poison,Mono,90,Water,Physical,136
53,96,Normal,Fire,64,101,Water,Ice,120,Fighting,Physical,132
53,96,Normal,Fire,130,110,Fairy,Rock,100,Ground,Physical,32
154,116,Flying,Mono,127,95,Steel,Water,90,Grass,Special,46
83,54,Psychic,Mono,95,134,Dark,Fairy,90,Normal,Special,16
137,43,Flying,Mono,103,82,Rock,Bug,120,Flying,Physical,104
51,98,Fighting,Fairy,135,90,Fire,Normal,80,Fighting,Special,106
128,94,Fire,Normal,101,72,Ghost,Normal,90,Fire,Special,79
118,99,Fire,Ground,149,112,Fairy,Mono,80,Steel,Special,56
63,91,Psychic,Poison,62,162,Normal,Mono,80,Poison,Physical,47
102,117,Ghost,Mono,101,79,Bug,Mono,90,Fire,Special,114
107,128,Ghost,Grass,102,91,Flying,Mono,70,Ghost,Physical,47
96,108,Normal,Mono,101,79,Bug,Mono,90,Normal,Special,77
117,130,Fire,Ghost,72,77,Dark,Mono,75,Fire,Physical,78
125,121,Dragon,Mono,72,77,Dark,Mono,80,Dragon,Physical,87
68,135,Ghost,Mono,150,114,Fighting,Mono,95,Fairy,Special,100
80,97,Poison,Bug,119,88,Ghost,Mono,90,Bug,Special,32
97,70,Ghost,Normal,140,87,Psychic,Electric,80,Ghost,Special,78
79,97,Flying,Mono,59,87,Poison,Mono,120,Flying,Physical,96
90,114,Grass,Poison,126,149,Fairy,Flying,90,Poison,Special,82
148,81,Normal,Mono,82,63,Rock,Mono,90,Fairy,Physical,62
72,80,Steel,Water,65,58,Flying,Mono,90,Water,Special,78
113,87,Ice,Flying,124,78,Fighting,Fairy,120,Flying,Physical,135
83,54,Psychic,Mono,139,100,Water,Fairy,80,Psychic,Physical,34
75,108,Flying,Mono,104,110,Grass,Normal,120,Flying,Physical,114
118,99,Fire,Ground,103,132,Fairy,Mono,80,Steel,Special,49
107,128,Ghost,Grass,90,98,Flying,Mono,70,Ghost,Physical,49
79,69,Water,Psychic,103,132,Fairy,Mono,90,Water,Physical,61
70,131,Rock,Mono,132,149,Ghost,Mono,80,Rock,Special,42
68,135,Ghost,Mono,62,162,Normal,Mono,100,Ground,Physical,47
136,73,Ghost,Mono,126,149,Fairy,Flying,70,Ghost,Physical,77
107,128,Ghost,Grass,62,162,Normal,Mono,80,Bug,Physical,58
75,136,Fairy,Dark,119,88,Ghost,Mono,95,Fairy,Special,98
66,162,Dragon,Ground,95,134,Dark,Fairy,90,Ground,Special,72
52,96,Normal,Mono,93,129,Ghost,Mono,90,Ground,Special,29
49,124,Bug,Mono,119,88,Ghost,Mono,90,Grass,Special,50
137,43,Flying,Mono,137,88,Water,Mono,120,Flying,Physical,80
57,130,Fighting,Electric,137,88,Water,Mono,80,Fighting,Special,108
139,74,Ground,Mono,165,124,Flying,Mono,120,Flying,Physical,39
155,81,Rock,Mono,140,103,Flying,Mono,75,Rock,Physical,111
169,126,Poison,Mono,128,128,Grass,Dragon,80,Poison,Physical,129
137,43,Flying,Mono,139,93,Ghost,Grass,120,Flying,Physical,157
125,121,Dragon,Mono,127,95,Steel,Water,85,Dragon,Special,33
119,55,Bug,Mono,101,79,Bug,Mono,80,Bug,Physical,55
64,134,Flying,Mono,149,112,Fairy,Mono,75,Flying,Special,59
155,81,Rock,Mono,82,163,Poison,Mono,75,Rock,Physical,87
107,128,Ghost,Grass,126,149,Fairy,Flying,70,Ghost,Physical,36
75,108,Flying,Mono,102,91,Flying,Mono,90,Electric,Special,89
109,89,Poison,Mono,102,79,Fire,Ground,80,Dark,Special,39
148,79,Dark,Mono,127,95,Steel,Water,75,Electric,Physical,68
139,74,Ground,Mono,101,79,Bug,Mono,120,Flying,Physical,142
128,71,Grass,Dragon,74,54,Fire,Bug,90,Water,Physical,133
70,131,Rock,Mono,101,72,Ghost,Normal,80,Rock,Special,92
53,69,Psychic,Mono,103,112,Ice,Grass,90,Psychic,Special,36
144,117,Water,Ice,57,130,Psychic,Mono,100,Ground,Physical,100
148,79,Dark,Mono,132,149,Ghost,Mono,80,Dark,Physical,114
137,43,Flying,Mono,100,90,Dragon,Mono,120,Flying,Physical,102
109,89,Poison,Mono,124,78,Fighting,Fairy,90,Poison,Special,129
66,120,Fairy,Mono,104,110,Grass,Normal,95,Fairy,Special,61
113,80,Dark,Fairy,62,162,Normal,Mono,90,Fairy,Physical,94
66,162,Dragon,Ground,101,72,Ghost,Normal,90,Ground,Special,131
99,64,Ground,Mono,107,78,Fire,Ghost,100,Ground,Physical,119
66,162,Dragon,Ground,150,114,Fighting,Mono,90,Ground,Special,74
101,86,Water,Fairy,132,149,Ghost,Mono,90,Water,Physical,47
91,133,Dragon,Mono,137,88,Water,Mono,85,Dragon,Special,77
53,69,Psychic,Mono,59,87,Poison,Mono,80,Psychic,Physical,97
49,124,Bug,Mono,130,120,Psychic,Mono,90,Bug,Special,115
83,54,Psychic,Mono,93,129,Ghost,Mono,80,Psychic,Physical,45
114,118,Fairy,Mono,130,110,Fairy,Rock,80,Steel,Physical,128
102,117,Ghost,Mono,130,110,Fairy,Rock,100,Ground,Physical,66
129,118,Rock,Flying,66,100,Dragon,Ground,75,Flying,Special,52
125,121,Dragon,Mono,127,95,Steel,Water,85,Dragon,Special,33
52,96,Normal,Mono,153,54,Psychic,Mono,90,Normal,Special,97
113,87,Ice,Flying,119,88,Ghost,Mono,120,Flying,Physical,75
105,94,Fairy,Mono,132,149,Ghost,Mono,90,Fairy,Physical,45
51,98,Fighting,Fairy,66,100,Dragon,Ground,95,Fairy,Special,110
106,54,Dark,Mono,139,100,Water,Fairy,80,Dark,Physical,17
125,121,Dragon,Mono,55,86,Poison,Mono,80,Dragon,Physical,120
144,117,Water,Ice,144,106,Dragon,Mono,90,Ice,Special,116
102,117,Ghost,Mono,130,110,Fairy,Rock,100,Ground,Physical,65
64,91,Psychic,Mono,104,110,Grass,Normal,120,Flying,Physical,102
106,54,Dark,Mono,72,77,Dark,Mono,120,Fighting,Physical,156
154,81,Electric,Mono,104,110,Grass,Normal,80,Steel,Physical,52
155,114,Water,Mono,55,86,Poison,Mono,90,Water,Physical,164
99,64,Ground,Mono,103,132,Fairy,Mono,100,Ground,Physical,56
85,128,Flying,Electric,102,79,Fire,Ground,75,Flying,Special,106
90,114,Grass,Poison,148,124,Ice,Ground,90,Grass,Special,110
106,56,Flying,Mono,126,149,Fairy,Flying,120,Flying,Physical,64
72,117,Flying,Rock,114,58,Ice,Mono,75,Flying,Special,92
122,101,Fairy,Rock,79,138,Water,Psychic,75,Rock,Physical,77
90,114,Grass,Poison,70,96,Ice,Mono,120,Fighting,Physical,128
110,67,Fighting,Mono,117,80,Poison,Mono,120,Fighting,Physical,33
72,80,Steel,Water,72,77,Dark,Mono,90,Water,Special,61
139,74,Ground,Mono,71,43,Psychic,Mono,100,Ground,Physical,117
79,97,Flying,Mono,128,128,Grass,Dragon,120,Flying,Physical,95
85,128,Flying,Electric,140,87,Psychic,Electric,85,Dragon,Special,53
101,86,Water,Fairy,77,72,Flying,Electric,90,Water,Physical,79
125,121,Dragon,Mono,135,139,Fairy,Dark,80,Steel,Special,55
72,117,Flying,Rock,103,82,Rock,Bug,75,Flying,Special,72
106,54,Dark,Mono,55,86,Poison,Mono,80,Dark,Physical,94
72,80,Steel,Water,100,90,Dragon,Mono,80,Steel,Physical,34
96,108,Normal,Mono,75,52,Flying,Mono,90,Normal,Special,107
75,108,Flying,Mono,119,88,Ghost,Mono,75,Flying,Special,62
97,70,Ghost,Normal,140,134,Flying,Mono,70,Ghost,Physical,31
152,49,Ice,Mono,133,123,Dark,Mono,75,Ice,Physical,53
102,117,Ghost,Mono,59,87,Poison,Mono,100,Ground,Physical,146
110,67,Fighting,Mono,128,132,Fighting,Electric,120,Fighting,Physical,69
72,80,Steel,Water,55,86,Poison,Mono,90,Water,Physical,77
155,81,Rock,Mono,153,54,Psychic,Mono,80,Rock,Special,72
102,117,Ghost,Mono,135,139,Fairy,Dark,90,Fire,Special,33
136,73,Ghost,Mono,61,77,Fairy,Mono,70,Ghost,Physical,91
140,85,Ice,Ground,149,112,Fairy,Mono,100,Ground,Physical,62
103,69,Flying,Dragon,157,90,Grass,Poison,75,Flying,Special,76
90,114,Grass,Poison,139,93,Ghost,Grass,90,Poison,Special,63
136,73,Ghost,Mono,95,134,Dark,Fairy,70,Ghost,Physical,32
70,131,Rock,Mono,124,113,Normal,Mono,80,Rock,Special,53
75,136,Fairy,Dark,153,54,Psychic,Mono,95,Fairy,Special,138
52,96,Normal,Mono,139,93,Ghost,Grass,80,Steel,Special,33
53,69,Psychic,Mono,74,54,Fire,Bug,90,Psychic,Special,76
63,91,Psychic,Poison,130,120,Psychic,Mono,95,Fairy,Special,28
122,101,Fairy,Rock,128,132,Fighting,Electric,100,Ground,Physical,78
66,162,Dragon,Ground,139,93,Ghost,Grass,90,Ice,Special,120
114,118,Fairy,Mono,144,106,Dragon,Mono,95,Fairy,Special,128
128,71,Grass,Dragon,150,114,Fighting,Mono,90,Grass,Special,37
107,128,Ghost,Grass,101,95,Ice,Flying,70,Ghost,Physical,45
70,131,Rock,Mono,57,130,Psychic,Mono,75,Rock,Physical,54
78,162,Water,Mono,127,95,Steel,Water,90,Water,Special,46
144,117,Water,Ice,101,79,Bug,Mono,90,Water,Special,83
70,131,Rock,Mono,53,171,Water,Mono,75,Rock,Physical,65
139,120,Poison,Mono,101,72,Ghost,Normal,120,Flying,Physical,69
68,135,Ghost,Mono,135,139,Fairy,Dark,95,Fairy,Special,83
159,85,Rock,Mono,165,124,Flying,Mono,75,Rock,Physical,91
169,126,Poison,Mono,126,149,Fairy,Flying,80,Poison,Physical,207
136,73,Ghost,Mono,140,87,Psychic,Electric,80,Ghost,Special,82
106,56,Flying,Mono,64,101,Water,Ice,120,Flying,Physical,132
53,96,Normal,Fire,103,112,Ice,Grass,90,Fire,Special,195
79,69,Water,Psychic,67,56,Flying,Dragon,75,Rock,Physical,72
159,85,Rock,Mono,144,106,Dragon,Mono,95,Fairy,Special,65
105,94,Fairy,Mono,102,79,Fire,Ground,95,Fairy,Special,37
106,54,Dark,Mono,101,95,Ice,Flying,80,Dark,Physical,54
113,87,Ice,Flying,132,149,Ghost,Mono,120,Flying,Physical,64
139,74,Ground,Mono,128,128,Grass,Dragon,120,Flying,Physical,110
127,62,Psychic,Electric,104,110,Grass,Normal,80,Poison,Physical,86
110,67,Fighting,Mono,104,110,Grass,Normal,120,Fighting,Physical,148
102,117,Ghost,Mono,93,129,Ghost,Mono,70,Ghost,Physical,92
108,148,Dark,Mono,107,78,Fire,Ghost,80,Dark,Special,189
60,78,Psychic,Mono,103,132,Fairy,Mono,90,Psychic,Special,34
51,98,Fighting,Fairy,150,114,Fighting,Mono,95,Fairy,Special,111
128,71,Grass,Dragon,103,132,Fairy,Mono,90,Water,Physical,43
94,165,Bug,Poison,124,78,Fighting,Fairy,80,Poison,Physical,80
154,81,Electric,Mono,130,72,Ice,Bug,80,Steel,Physical,76
140,85,Ice,Ground,148,63,Poison,Bug,75,Flying,Special,85
101,86,Water,Fairy,150,158,Psychic,Poison,90,Water,Physical,41
72,117,Flying,Rock,70,96,Ice,Mono,120,Flying,Physical,74
91,133,Dragon,Mono,103,112,Ice,Grass,90,Fire,Special,174
80,97,Poison,Bug,114,58,Ice,Mono,80,Fighting,Special,120
102,117,Ghost,Mono,59,87,Poison,Mono,100,Ground,Physical,148
83,54,Psychic,Mono,72,77,Dark,Mono,90,Bug,Special,53
106,54,Dark,Mono,77,72,Flying,Electric,75,Ice,Physical,90
83,54,Psychic,Mono,157,90,Grass,Poison,90,Psychic,Special,66
101,86,Water,Fairy,128,132,Fighting,Electric,90,Water,Physical,44
136,73,Ghost,Mono,110,113,Rock,Flying,70,Ghost,Physical,58
127,62,Psychic,Electric,148,63,Poison,Bug,90,Psychic,Special,105
103,111,Bug,Mono,88,54,Electric,Mono,90,Bug,Special,120
52,96,Normal,Mono,75,52,Flying,Mono,90,Normal,Special,97
129,118,Rock,Flying,107,78,Fire,Ghost,80,Rock,Special,155
105,94,Fairy,Mono,95,134,Dark,Fairy,90,Fairy,Physical,132
122,101,Fairy,Rock,90,98,Flying,Mono,75,Rock,Physical,129
85,128,Flying,Electric,102,79,Fire,Ground,75,Flying,Special,70
79,69,Water,Psychic,140,134,Flying,Mono,75,Rock,Physical,40
137,43,Flying,Mono,130,110,Fairy,Rock,120,Flying,Physical,41
169,126,Poison,Mono,147,78,Normal,Mono,90,Poison,Special,89
139,120,Poison,Mono,117,135,Bug,Poison,120,Flying,Physical,112
94,165,Bug,Poison,140,87,Psychic,Electric,80,Dark,Special,129
106,68,Grass,Normal,88,54,Electric,Mono,90,Normal,Special,70
109,89,Poison,Mono,110,113,Rock,Flying,75,Electric,Physical,60
80,97,Poison,Bug,127,95,Steel,Water,80,Fighting,Special,68
108,148,Dark,Mono,144,106,Dragon,Mono,80,Dark,Special,71
140,85,Ice,Ground,139,100,Water,Fairy,90,Poison,Special,69
127,62,Psychic,Electric,139,100,Water,Fairy,75,Electric,Physical,88
79,69,Water,Psychic,150,114,Fighting,Mono,90,Water,Special,32
63,91,Psychic,Poison,62,162,Normal,Mono,80,Poison,Physical,70
91,133,Dragon,Mono,52,154,Dragon,Bug,80,Dragon,Physical,187
79,97,Flying,Mono,64,75,Water,Mono,120,Flying,Physical,99
70,131,Rock,Mono,55,86,Poison,Mono,80,Rock,Special,82
79,69,Water,Psychic,146,145,Normal,Fire,90,Water,Physical,61
129,118,Rock,Flying,101,72,Ghost,Normal,80,Rock,Special,83
139,120,Poison,Mono,133,123,Dark,Mono,90,Poison,Special,56
148,81,Normal,Mono,147,78,Normal,Mono,85,Normal,Physical,55
114,118,Fairy,Mono,114,58,Ice,Mono,95,Fairy,Special,117
154,81,Electric,Mono,128,87,Rock,Mono,80,Steel,Physical,85
