HP,Attack,Defense,SpAtk,SpDef,Speed,Type1,Type2,Is_Victorious
166,122,130,101,110,75,Fairy,Rock,0
171,102,132,117,149,105,Ghost,Mono,1
123,57,128,130,132,101,Fighting,Electric,1
119,91,144,133,106,61,Dragon,Mono,0
105,143,52,97,154,74,Dragon,Bug,0
189,155,82,81,63,119,Rock,Mono,1
174,144,64,117,101,69,Water,Ice,0
146,136,93,73,129,80,Ghost,Mono,1
192,66,66,162,100,140,Dragon,Ground,1
190,106,104,68,110,50,Grass,Normal,0
200,106,114,54,76,71,Dark,Mono,0
153,101,139,86,100,121,Water,Fairy,1
159,114,61,118,77,135,Fairy,Mono,1
105,143,52,97,154,74,Dragon,Bug,0
134,137,140,43,103,117,Flying,Mono,1
146,79,165,97,124,101,Flying,Mono,0
105,143,52,97,154,74,Dragon,Bug,0
157,154,88,81,54,143,Electric,Mono,1
106,119,131,55,82,78,Bug,Mono,0
158,88,103,149,82,67,Rock,Bug,1
181,53,153,69,54,163,Psychic,Mono,1
148,127,140,62,87,81,Psychic,Electric,0
123,57,128,130,132,101,Fighting,Electric,1
110,72,133,117,111,125,Flying,Rock,0
146,106,65,56,58,134,Flying,Mono,0
185,118,102,99,79,62,Fire,Ground,1
166,107,139,128,93,94,Ghost,Grass,1
196,110,150,67,114,83,Fighting,Mono,0
178,125,102,61,124,54,Fighting,Ice,0
154,83,130,54,120,124,Psychic,Mono,1
195,52,62,96,162,57,Normal,Mono,0
158,88,103,149,82,67,Rock,Bug,1
158,139,61,74,75,156,Ground,Mono,1
195,52,62,96,162,57,Normal,Mono,0
114,113,95,80,134,122,Dark,Fairy,1
105,143,52,97,154,74,Dragon,Bug,0
106,119,131,55,82,78,Bug,Mono,1
113,108,72,148,77,48,Dark,Mono,0
188,139,59,120,87,137,Poison,Mono,1
138,66,103,120,132,87,Fairy,Mono,0
114,68,119,135,88,143,Ghost,Mono,0
158,105,149,94,112,71,Fairy,Mono,1
190,109,55,89,86,55,Poison,Mono,0
178,125,102,61,124,54,Fighting,Ice,1
126,96,147,108,78,70,Normal,Mono,0
114,125,100,121,90,132,Dragon,Mono,1
188,97,101,70,72,69,Ghost,Normal,0
192,66,66,162,100,140,Dragon,Ground,1
190,109,55,89,86,55,Poison,Mono,0
181,128,135,94,90,146,Fire,Normal,1
159,114,61,118,77,135,Fairy,Mono,0
164,129,110,118,113,122,Rock,Flying,1
110,72,133,117,111,125,Flying,Rock,0
192,66,66,162,100,140,Dragon,Ground,1
132,113,101,87,95,66,Ice,Flying,1
132,80,148,97,63,105,Poison,Bug,0
130,140,148,85,124,76,Ice,Ground,1
107,94,117,165,135,78,Bug,Poison,0
196,159,128,85,87,108,Rock,Mono,0
115,72,127,80,95,170,Steel,Water,1
164,129,110,118,113,122,Rock,Flying,0
146,136,93,73,129,80,Ghost,Mono,1
169,78,64,162,75,158,Water,Mono,1
134,70,152,131,94,105,Rock,Mono,0
164,129,110,118,113,122,Rock,Flying,1
200,106,114,54,76,71,Dark,Mono,0
116,117,107,130,78,57,Fire,Ghost,0
113,108,72,148,77,48,Dark,Mono,1
181,53,153,69,54,163,Psychic,Mono,0
166,122,130,101,110,75,Fairy,Rock,1
149,79,79,69,138,99,Water,Psychic,0
151,155,137,114,88,86,Water,Mono,1
154,64,102,134,91,140,Flying,Mono,1
183,128,128,71,128,100,Grass,Dragon,0
190,106,104,68,110,50,Grass,Normal,1
166,122,130,101,110,75,Fairy,Rock,0
172,169,117,126,80,135,Poison,Mono,1
131,103,67,69,56,52,Flying,Dragon,0
115,49,88,124,79,148,Bug,Mono,0
158,105,149,94,112,71,Fairy,Mono,1
185,148,133,79,123,83,Dark,Mono,1
164,129,110,118,113,122,Rock,Flying,0
154,83,130,54,120,124,Psychic,Mono,0
185,148,133,79,123,83,Dark,Mono,1
178,125,102,61,124,54,Fighting,Ice,0
158,105,149,94,112,71,Fairy,Mono,1
134,70,152,131,94,105,Rock,Mono,1
107,94,117,165,135,78,Bug,Poison,0
153,101,139,86,100,121,Water,Fairy,1
142,98,74,96,54,61,Fire,Bug,0
181,53,153,69,54,163,Psychic,Mono,0
119,91,144,133,106,61,Dragon,Mono,1
160,51,124,98,78,73,Fighting,Fairy,1
126,96,147,108,78,70,Normal,Mono,0
178,125,102,61,124,54,Fighting,Ice,0
123,57,128,130,132,101,Fighting,Electric,1
126,96,147,108,78,70,Normal,Mono,1
106,119,131,55,82,78,Bug,Mono,0
123,57,128,130,132,101,Fighting,Electric,1
188,97,101,70,72,69,Ghost,Normal,0
135,75,75,108,52,142,Flying,Mono,0
160,51,124,98,78,73,Fighting,Fairy,1
171,102,132,117,149,105,Ghost,Mono,1
138,66,103,120,132,87,Fairy,Mono,0
134,137,140,43,103,117,Flying,Mono,1
126,96,147,108,78,70,Normal,Mono,0
132,80,148,97,63,105,Poison,Bug,0
135,75,75,108,52,142,Flying,Mono,1
149,79,79,69,138,99,Water,Psychic,0
181,99,82,120,163,142,Poison,Mono,1
166,107,139,128,93,94,Ghost,Grass,0
149,73,90,91,98,79,Flying,Mono,1
183,128,128,71,128,100,Grass,Dragon,0
154,64,102,134,91,140,Flying,Mono,1
153,103,101,111,79,70,Bug,Mono,1
113,108,72,148,77,48,Dark,Mono,0
135,75,75,108,52,142,Flying,Mono,0
146,136,93,73,129,80,Ghost,Mono,1
178,125,102,61,124,54,Fighting,Ice,0
185,118,102,99,79,62,Fire,Ground,1
109,49,103,71,112,82,Ice,Grass,0
158,105,149,94,112,71,Fairy,Mono,1
135,75,75,108,52,142,Flying,Mono,0
146,79,165,97,124,101,Flying,Mono,1
178,125,102,61,124,54,Fighting,Ice,0
160,51,124,98,78,73,Fighting,Fairy,1
189,66,130,151,72,153,Ice,Bug,1
196,110,150,67,114,83,Fighting,Mono,0
148,127,140,62,87,81,Psychic,Electric,1
153,101,139,86,100,121,Water,Fairy,0
126,96,147,108,78,70,Normal,Mono,0
110,72,133,117,111,125,Flying,Rock,1
132,113,101,87,95,66,Ice,Flying,1
142,98,74,96,54,61,Fire,Bug,0
172,169,117,126,80,135,Poison,Mono,0
132,154,140,116,134,56,Flying,Mono,1
169,78,64,162,75,158,Water,Mono,1
130,140,148,85,124,76,Ice,Ground,0
181,53,153,69,54,163,Psychic,Mono,0
132,80,148,97,63,105,Poison,Bug,1
166,107,139,128,93,94,Ghost,Grass,0
191,53,126,104,149,78,Fairy,Flying,1
116,117,107,130,78,57,Fire,Ghost,0
181,128,135,94,90,146,Fire,Normal,1
112,60,57,78,130,115,Psychic,Mono,0
174,144,64,117,101,69,Water,Ice,1
166,107,139,128,93,94,Ghost,Grass,1
103,90,157,114,90,129,Grass,Poison,0
191,53,126,104,149,78,Fairy,Flying,1
183,128,128,71,128,100,Grass,Dragon,0
200,106,114,54,76,71,Dark,Mono,1
149,79,79,69,138,99,Water,Psychic,0
115,49,88,124,79,148,Bug,Mono,0
105,143,52,97,154,74,Dragon,Bug,1
190,106,104,68,110,50,Grass,Normal,0
188,97,101,70,72,69,Ghost,Normal,1
130,140,148,85,124,76,Ice,Ground,1
195,52,62,96,162,57,Normal,Mono,0
132,80,148,97,63,105,Poison,Bug,1
185,148,133,79,123,83,Dark,Mono,0
171,102,132,117,149,105,Ghost,Mono,1
112,60,57,78,130,115,Psychic,Mono,0
189,155,82,81,63,119,Rock,Mono,1
116,117,107,130,78,57,Fire,Ghost,0
183,128,128,71,128,100,Grass,Dragon,0
146,79,165,97,124,101,Flying,Mono,1
134,137,140,43,103,117,Flying,Mono,0
148,127,140,62,87,81,Psychic,Electric,1
119,91,144,133,106,61,Dragon,Mono,1
110,72,133,117,111,125,Flying,Rock,0
113,108,72,148,77,48,Dark,Mono,0
149,79,79,69,138,99,Water,Psychic,1
142,98,74,96,54,61,Fire,Bug,1
112,60,57,78,130,115,Psychic,Mono,0
133,102,53,87,171,123,Water,Mono,1
132,80,148,97,63,105,Poison,Bug,0
109,49,103,71,112,82,Ice,Grass,0
157,154,88,81,54,143,Electric,Mono,1
119,99,59,64,52,156,Ground,Mono,1
190,109,55,89,86,55,Poison,Mono,0
153,101,139,86,100,121,Water,Fairy,1
106,119,131,55,82,78,Bug,Mono,0
192,66,66,162,100,140,Dragon,Ground,1
149,79,79,69,138,99,Water,Psychic,0
196,159,128,85,87,108,Rock,Mono,1
160,51,124,98,78,73,Fighting,Fairy,0
166,122,130,101,110,75,Fairy,Rock,1
110,72,133,117,111,125,Flying,Rock,0
172,169,117,126,80,135,Poison,Mono,0
114,68,119,135,88,143,Ghost,Mono,1
134,137,140,43,103,117,Flying,Mono,0
182,156,114,131,58,112,Ice,Mono,1
109,49,103,71,112,82,Ice,Grass,0
130,140,148,85,124,76,Ice,Ground,1
183,128,128,71,128,100,Grass,Dragon,1
142,98,74,96,54,61,Fire,Bug,0
119,91,144,133,106,61,Dragon,Mono,1
115,49,88,124,79,148,Bug,Mono,0
190,109,55,89,86,55,Poison,Mono,0
119,99,59,64,52,156,Ground,Mono,1
123,57,128,130,132,101,Fighting,Electric,1
132,80,148,97,63,105,Poison,Bug,0
134,137,140,43,103,117,Flying,Mono,1
106,119,131,55,82,78,Bug,Mono,0
174,144,64,117,101,69,Water,Ice,1
190,109,55,89,86,55,Poison,Mono,0
166,107,139,128,93,94,Ghost,Grass,1
105,143,52,97,154,74,Dragon,Bug,0
105,143,52,97,154,74,Dragon,Bug,1
119,91,144,133,106,61,Dragon,Mono,0
188,97,101,70,72,69,Ghost,Normal,0
165,53,146,96,145,165,Normal,Fire,1
191,53,126,104,149,78,Fairy,Flying,1
114,113,95,80,134,122,Dark,Fairy,0
114,68,119,135,88,143,Ghost,Mono,0
196,159,128,85,87,108,Rock,Mono,1
103,90,157,114,90,129,Grass,Poison,1
120,152,70,49,96,99,Ice,Mono,0
131,103,67,69,56,52,Flying,Dragon,0
120,152,70,49,96,99,Ice,Mono,1
164,129,110,118,113,122,Rock,Flying,1
148,127,140,62,87,81,Psychic,Electric,0
158,88,103,149,82,67,Rock,Bug,1
114,68,119,135,88,143,Ghost,Mono,0
186,85,77,128,72,157,Flying,Electric,1
190,106,104,68,110,50,Grass,Normal,0
106,119,131,55,82,78,Bug,Mono,0
181,128,135,94,90,146,Fire,Normal,1
112,60,57,78,130,115,Psychic,Mono,0
188,97,101,70,72,69,Ghost,Normal,1
119,99,59,64,52,156,Ground,Mono,0
181,53,153,69,54,163,Psychic,Mono,1
181,99,82,120,163,142,Poison,Mono,1
166,107,139,128,93,94,Ghost,Grass,0
183,128,128,71,128,100,Grass,Dragon,0
158,105,149,94,112,71,Fairy,Mono,1
105,143,52,97,154,74,Dragon,Bug,0
132,80,148,97,63,105,Poison,Bug,1
166,122,130,101,110,75,Fairy,Rock,1
126,96,147,108,78,70,Normal,Mono,0
113,108,72,148,77,48,Dark,Mono,0
126,96,147,108,78,70,Normal,Mono,1
174,144,64,117,101,69,Water,Ice,1
116,117,107,130,78,57,Fire,Ghost,0
171,64,71,91,43,78,Psychic,Mono,0
157,75,135,136,139,73,Fairy,Dark,1
153,101,139,86,100,121,Water,Fairy,0
151,155,137,114,88,86,Water,Mono,1
181,128,135,94,90,146,Fire,Normal,1
134,137,140,43,103,117,Flying,Mono,0
158,139,61,74,75,156,Ground,Mono,1
146,106,65,56,58,134,Flying,Mono,0
169,78,64,162,75,158,Water,Mono,1
116,117,107,130,78,57,Fire,Ghost,0
120,152,70,49,96,99,Ice,Mono,1
171,64,71,91,43,78,Psychic,Mono,0
178,125,102,61,124,54,Fighting,Ice,0
153,103,101,111,79,70,Bug,Mono,1
186,85,77,128,72,157,Flying,Electric,0
166,122,130,101,110,75,Fairy,Rock,1
157,75,135,136,139,73,Fairy,Dark,1
181,128,135,94,90,146,Fire,Normal,0
115,49,88,124,79,148,Bug,Mono,1
154,83,130,54,120,124,Psychic,Mono,0
160,51,124,98,78,73,Fighting,Fairy,1
200,106,114,54,76,71,Dark,Mono,0
183,128,128,71,128,100,Grass,Dragon,1
113,108,72,148,77,48,Dark,Mono,0
190,106,104,68,110,50,Grass,Normal,0
103,90,157,114,90,129,Grass,Poison,1
146,136,93,73,129,80,Ghost,Mono,1
123,57,128,130,132,101,Fighting,Electric,0
131,103,67,69,56,52,Flying,Dragon,0
186,85,77,128,72,157,Flying,Electric,1
115,49,88,124,79,148,Bug,Mono,1
151,155,137,114,88,86,Water,Mono,0
132,80,148,97,63,105,Poison,Bug,1
149,79,79,69,138,99,Water,Psychic,0
130,140,148,85,124,76,Ice,Ground,1
131,103,67,69,56,52,Flying,Dragon,0
196,110,150,67,114,83,Fighting,Mono,1
157,154,88,81,54,143,Electric,Mono,0
192,66,66,162,100,140,Dragon,Ground,0
174,144,64,117,101,69,Water,Ice,1
191,53,126,104,149,78,Fairy,Flying,1
146,79,165,97,124,101,Flying,Mono,0
146,106,65,56,58,134,Flying,Mono,0
171,102,132,117,149,105,Ghost,Mono,1
169,78,64,162,75,158,Water,Mono,1
109,49,103,71,112,82,Ice,Grass,0
195,52,62,96,162,57,Normal,Mono,1
115,49,88,124,79,148,Bug,Mono,0
166,122,130,101,110,75,Fairy,Rock,1
120,152,70,49,96,99,Ice,Mono,0
103,90,157,114,90,129,Grass,Poison,1
131,103,67,69,56,52,Flying,Dragon,0
131,103,67,69,56,52,Flying,Dragon,0
164,129,110,118,113,122,Rock,Flying,1
153,101,139,86,100,121,Water,Fairy,1
181,53,153,69,54,163,Psychic,Mono,0
157,154,88,81,54,143,Electric,Mono,1
154,83,130,54,120,124,Psychic,Mono,0
131,103,67,69,56,52,Flying,Dragon,0
166,122,130,101,110,75,Fairy,Rock,1
195,52,62,96,162,57,Normal,Mono,0
134,137,140,43,103,117,Flying,Mono,1
132,113,101,87,95,66,Ice,Flying,0
149,79,79,69,138,99,Water,Psychic,1
196,159,128,85,87,108,Rock,Mono,0
183,128,128,71,128,100,Grass,Dragon,1
181,53,153,69,54,163,Psychic,Mono,0
195,52,62,96,162,57,Normal,Mono,1
164,129,110,118,113,122,Rock,Flying,1
190,109,55,89,86,55,Poison,Mono,0
149,73,90,91,98,79,Flying,Mono,0
185,118,102,99,79,62,Fire,Ground,1
174,144,64,117,101,69,Water,Ice,1
181,53,153,69,54,163,Psychic,Mono,0
185,118,102,99,79,62,Fire,Ground,0
157,75,135,136,139,73,Fairy,Dark,1
166,107,139,128,93,94,Ghost,Grass,0
192,66,66,162,100,140,Dragon,Ground,1
158,88,103,149,82,67,Rock,Bug,1
112,60,57,78,130,115,Psychic,Mono,0
159,114,61,118,77,135,Fairy,Mono,1
123,57,128,130,132,101,Fighting,Electric,0
153,103,101,111,79,70,Bug,Mono,0
159,114,61,118,77,135,Fairy,Mono,1
154,64,102,134,91,140,Flying,Mono,1
153,103,101,111,79,70,Bug,Mono,0
183,128,128,71,128,100,Grass,Dragon,1
165,53,146,96,145,165,Normal,Fire,0
105,143,52,97,154,74,Dragon,Bug,0
110,72,133,117,111,125,Flying,Rock,1
142,98,74,96,54,61,Fire,Bug,0
110,72,133,117,111,125,Flying,Rock,1
111,148,124,81,113,88,Normal,Mono,1
133,102,53,87,171,123,Water,Mono,0
134,137,140,43,103,117,Flying,Mono,1
114,68,119,135,88,143,Ghost,Mono,0
160,51,124,98,78,73,Fighting,Fairy,0
153,101,139,86,100,121,Water,Fairy,1
181,99,82,120,163,142,Poison,Mono,1
103,90,157,114,90,129,Grass,Poison,0
153,101,139,86,100,121,Water,Fairy,1
132,113,101,87,95,66,Ice,Flying,0
188,139,59,120,87,137,Poison,Mono,1
188,97,101,70,72,69,Ghost,Normal,0
114,125,100,121,90,132,Dragon,Mono,1
183,128,128,71,128,100,Grass,Dragon,0
166,107,139,128,93,94,Ghost,Grass,1
134,70,152,131,94,105,Rock,Mono,0
196,110,150,67,114,83,Fighting,Mono,0
132,154,140,116,134,56,Flying,Mono,1
123,57,128,130,132,101,Fighting,Electric,1
190,106,104,68,110,50,Grass,Normal,0
160,51,124,98,78,73,Fighting,Fairy,1
126,96,147,108,78,70,Normal,Mono,0
196,110,150,67,114,83,Fighting,Mono,1
149,79,79,69,138,99,Water,Psychic,0
154,64,102,134,91,140,Flying,Mono,0
165,53,146,96,145,165,Normal,Fire,1
119,99,59,64,52,156,Ground,Mono,1
148,127,140,62,87,81,Psychic,Electric,0
135,75,75,108,52,142,Flying,Mono,0
159,114,61,118,77,135,Fairy,Mono,1
135,75,75,108,52,142,Flying,Mono,0
185,148,133,79,123,83,Dark,Mono,1
195,52,62,96,162,57,Normal,Mono,0
142,98,74,96,54,61,Fire,Bug,1
158,105,149,94,112,71,Fairy,Mono,1
114,125,100,121,90,132,Dragon,Mono,0
185,118,102,99,79,62,Fire,Ground,1
189,66,130,151,72,153,Ice,Bug,0
174,144,64,117,101,69,Water,Ice,1
153,103,101,111,79,70,Bug,Mono,0
153,63,150,91,158,102,Psychic,Poison,0
130,140,148,85,124,76,Ice,Ground,1
189,155,82,81,63,119,Rock,Mono,1
134,137,140,43,103,117,Flying,Mono,0
123,57,128,130,132,101,Fighting,Electric,0
149,79,79,69,138,99,Water,Psychic,1
190,106,104,68,110,50,Grass,Normal,0
146,79,165,97,124,101,Flying,Mono,1
116,117,107,130,78,57,Fire,Ghost,0
154,64,102,134,91,140,Flying,Mono,1
114,68,119,135,88,143,Ghost,Mono,1
149,79,79,69,138,99,Water,Psychic,0
189,155,82,81,63,119,Rock,Mono,0
158,105,149,94,112,71,Fairy,Mono,1
158,139,61,74,75,156,Ground,Mono,0
165,53,146,96,145,165,Normal,Fire,1
146,106,65,56,58,134,Flying,Mono,0
110,72,133,117,111,125,Flying,Rock,1
149,73,90,91,98,79,Flying,Mono,0
132,154,140,116,134,56,Flying,Mono,1
164,129,110,118,113,122,Rock,Flying,1
115,49,88,124,79,148,Bug,Mono,0
153,101,139,86,100,121,Water,Fairy,1
189,155,82,81,63,119,Rock,Mono,0
158,105,149,94,112,71,Fairy,Mono,0
172,169,117,126,80,135,Poison,Mono,1
134,70,152,131,94,105,Rock,Mono,1
132,80,148,97,63,105,Poison,Bug,0
146,79,165,97,124,101,Flying,Mono,1
159,114,61,118,77,135,Fairy,Mono,0
119,99,59,64,52,156,Ground,Mono,1
153,63,150,91,158,102,Psychic,Poison,0
130,140,148,85,124,76,Ice,Ground,1
120,152,70,49,96,99,Ice,Mono,0
153,103,101,111,79,70,Bug,Mono,0
189,66,130,151,72,153,Ice,Bug,1
153,101,139,86,100,121,Water,Fairy,1
160,51,124,98,78,73,Fighting,Fairy,0
138,66,103,120,132,87,Fairy,Mono,0
189,155,82,81,63,119,Rock,Mono,1
133,102,53,87,171,123,Water,Mono,0
148,127,140,62,87,81,Psychic,Electric,1
132,80,148,97,63,105,Poison,Bug,0
165,53,146,96,145,165,Normal,Fire,1
174,144,64,117,101,69,Water,Ice,0
188,97,101,70,72,69,Ghost,Normal,1
200,106,114,54,76,71,Dark,Mono,0
115,49,88,124,79,148,Bug,Mono,1
123,57,128,130,132,101,Fighting,Electric,1
107,94,117,165,135,78,Bug,Poison,0
190,109,55,89,86,55,Poison,Mono,1
160,51,124,98,78,73,Fighting,Fairy,0
188,139,59,120,87,137,Poison,Mono,1
178,125,102,61,124,54,Fighting,Ice,0
181,53,153,69,54,163,Psychic,Mono,0
142,98,74,96,54,61,Fire,Bug,1
116,117,107,130,78,57,Fire,Ghost,0
114,68,119,135,88,143,Ghost,Mono,1
165,53,146,96,145,165,Normal,Fire,0
158,139,61,74,75,156,Ground,Mono,1
166,122,130,101,110,75,Fairy,Rock,1
165,53,146,96,145,165,Normal,Fire,0
123,57,128,130,132,101,Fighting,Electric,1
131,103,67,69,56,52,Flying,Dragon,0
113,108,72,148,77,48,Dark,Mono,0
132,80,148,97,63,105,Poison,Bug,1
113,108,72,148,77,48,Dark,Mono,0
153,103,101,111,79,70,Bug,Mono,1
115,49,88,124,79,148,Bug,Mono,0
132,80,148,97,63,105,Poison,Bug,1
112,60,57,78,130,115,Psychic,Mono,0
157,154,88,81,54,143,Electric,Mono,1
190,109,55,89,86,55,Poison,Mono,0
119,99,59,64,52,156,Ground,Mono,1
181,99,82,120,163,142,Poison,Mono,1
103,90,157,114,90,129,Grass,Poison,0
133,102,53,87,171,123,Water,Mono,0
115,72,127,80,95,170,Steel,Water,1
160,51,124,98,78,73,Fighting,Fairy,0
164,129,110,118,113,122,Rock,Flying,1
119,91,144,133,106,61,Dragon,Mono,1
190,109,55,89,86,55,Poison,Mono,0
154,64,102,134,91,140,Flying,Mono,1
120,152,70,49,96,99,Ice,Mono,0
142,98,74,96,54,61,Fire,Bug,0
130,140,148,85,124,76,Ice,Ground,1
107,94,117,165,135,78,Bug,Poison,1
158,105,149,94,112,71,Fairy,Mono,0
120,152,70,49,96,99,Ice,Mono,0
132,80,148,97,63,105,Poison,Bug,1
157,75,135,136,139,73,Fairy,Dark,1
131,103,67,69,56,52,Flying,Dragon,0
164,129,110,118,113,122,Rock,Flying,1
157,154,88,81,54,143,Electric,Mono,0
190,109,55,89,86,55,Poison,Mono,0
196,159,128,85,87,108,Rock,Mono,1
196,159,128,85,87,108,Rock,Mono,1
181,53,153,69,54,163,Psychic,Mono,0
190,106,104,68,110,50,Grass,Normal,0
109,49,103,71,112,82,Ice,Grass,1
114,68,119,135,88,143,Ghost,Mono,1
188,139,59,120,87,137,Poison,Mono,0
114,125,100,121,90,132,Dragon,Mono,1
116,117,107,130,78,57,Fire,Ghost,0
105,143,52,97,154,74,Dragon,Bug,0
190,106,104,68,110,50,Grass,Normal,1
200,106,114,54,76,71,Dark,Mono,0
153,103,101,111,79,70,Bug,Mono,1
114,68,119,135,88,143,Ghost,Mono,0
195,52,62,96,162,57,Normal,Mono,1
181,53,153,69,54,163,Psychic,Mono,0
151,155,137,114,88,86,Water,Mono,1
164,129,110,118,113,122,Rock,Flying,1
158,88,103,149,82,67,Rock,Bug,0
142,98,74,96,54,61,Fire,Bug,0
158,105,149,94,112,71,Fairy,Mono,1
164,129,110,118,113,122,Rock,Flying,0
183,128,128,71,128,100,Grass,Dragon,1
142,98,74,96,54,61,Fire,Bug,0
189,155,82,81,63,119,Rock,Mono,1
134,137,140,43,103,117,Flying,Mono,1
171,64,71,91,43,78,Psychic,Mono,0
130,140,148,85,124,76,Ice,Ground,0
166,107,139,128,93,94,Ghost,Grass,1
115,72,127,80,95,170,Steel,Water,0
132,154,140,116,134,56,Flying,Mono,1
157,154,88,81,54,143,Electric,Mono,1
174,144,64,117,101,69,Water,Ice,0
185,148,133,79,123,83,Dark,Mono,0
169,78,64,162,75,158,Water,Mono,1
114,113,95,80,134,122,Dark,Fairy,1
195,52,62,96,162,57,Normal,Mono,0
185,118,102,99,79,62,Fire,Ground,0
126,96,147,108,78,70,Normal,Mono,1
148,127,140,62,87,81,Psychic,Electric,1
146,79,165,97,124,101,Flying,Mono,0
114,125,100,121,90,132,Dragon,Mono,0
146,106,65,56,58,134,Flying,Mono,1
119,99,59,64,52,156,Ground,Mono,0
115,72,127,80,95,170,Steel,Water,1
189,66,130,151,72,153,Ice,Bug,0
181,99,82,120,163,142,Poison,Mono,1
190,109,55,89,86,55,Poison,Mono,0
132,154,140,116,134,56,Flying,Mono,1
157,154,88,81,54,143,Electric,Mono,0
164,129,110,118,113,122,Rock,Flying,1
107,94,117,165,135,78,Bug,Poison,0
165,53,146,96,145,165,Normal,Fire,1
190,109,55,89,86,55,Poison,Mono,0
195,52,62,96,162,57,Normal,Mono,1
171,102,132,117,149,105,Ghost,Mono,1
172,169,117,126,80,135,Poison,Mono,0
119,99,59,64,52,156,Ground,Mono,0
126,96,147,108,78,70,Normal,Mono,1
153,101,139,86,100,121,Water,Fairy,1
149,73,90,91,98,79,Flying,Mono,0
132,113,101,87,95,66,Ice,Flying,0
157,75,135,136,139,73,Fairy,Dark,1
130,140,148,85,124,76,Ice,Ground,1
153,103,101,111,79,70,Bug,Mono,0
171,102,132,117,149,105,Ghost,Mono,1
149,73,90,91,98,79,Flying,Mono,0
120,152,70,49,96,99,Ice,Mono,1
113,108,72,148,77,48,Dark,Mono,0
151,155,137,114,88,86,Water,Mono,1
132,113,101,87,95,66,Ice,Flying,0
135,75,75,108,52,142,Flying,Mono,0
185,118,102,99,79,62,Fire,Ground,1
189,155,82,81,63,119,Rock,Mono,1
195,52,62,96,162,57,Normal,Mono,0
164,129,110,118,113,122,Rock,Flying,1
107,94,117,165,135,78,Bug,Poison,0
111,148,124,81,113,88,Normal,Mono,0
166,122,130,101,110,75,Fairy,Rock,1
195,52,62,96,162,57,Normal,Mono,0
153,63,150,91,158,102,Psychic,Poison,1
189,66,130,151,72,153,Ice,Bug,1
196,110,150,67,114,83,Fighting,Mono,0
154,83,130,54,120,124,Psychic,Mono,0
153,101,139,86,100,121,Water,Fairy,1
126,96,147,108,78,70,Normal,Mono,0
107,94,117,165,135,78,Bug,Poison,1
135,75,75,108,52,142,Flying,Mono,1
190,106,104,68,110,50,Grass,Normal,0
146,106,65,56,58,134,Flying,Mono,1
154,83,130,54,120,124,Psychic,Mono,0
181,128,135,94,90,146,Fire,Normal,1
133,102,53,87,171,123,Water,Mono,0
160,51,124,98,78,73,Fighting,Fairy,0
148,127,140,62,87,81,Psychic,Electric,1
114,113,95,80,134,122,Dark,Fairy,0
164,129,110,118,113,122,Rock,Flying,1
190,106,104,68,110,50,Grass,Normal,1
195,52,62,96,162,57,Normal,Mono,0
160,51,124,98,78,73,Fighting,Fairy,0
111,148,124,81,113,88,Normal,Mono,1
188,97,101,70,72,69,Ghost,Normal,1
190,106,104,68,110,50,Grass,Normal,0
200,106,114,54,76,71,Dark,Mono,0
181,99,82,120,163,142,Poison,Mono,1
146,136,93,73,129,80,Ghost,Mono,1
153,103,101,111,79,70,Bug,Mono,0
188,97,101,70,72,69,Ghost,Normal,1
178,125,102,61,124,54,Fighting,Ice,0
146,136,93,73,129,80,Ghost,Mono,0
196,159,128,85,87,108,Rock,Mono,1
174,144,64,117,101,69,Water,Ice,0
182,156,114,131,58,112,Ice,Mono,1
166,107,139,128,93,94,Ghost,Grass,1
130,140,148,85,124,76,Ice,Ground,0
130,140,148,85,124,76,Ice,Ground,0
165,53,146,96,145,165,Normal,Fire,1
119,91,144,133,106,61,Dragon,Mono,1
151,155,137,114,88,86,Water,Mono,0
165,53,146,96,145,165,Normal,Fire,1
188,97,101,70,72,69,Ghost,Normal,0
153,101,139,86,100,121,Water,Fairy,1
149,79,79,69,138,99,Water,Psychic,0
178,125,102,61,124,54,Fighting,Ice,1
181,128,135,94,90,146,Fire,Normal,0
119,99,59,64,52,156,Ground,Mono,1
166,122,130,101,110,75,Fairy,Rock,0
192,66,66,162,100,140,Dragon,Ground,1
195,52,62,96,162,57,Normal,Mono,0
181,53,153,69,54,163,Psychic,Mono,0
114,125,100,121,90,132,Dragon,Mono,1
169,78,64,162,75,158,Water,Mono,1
181,128,135,94,90,146,Fire,Normal,0
120,152,70,49,96,99,Ice,Mono,1
113,108,72,148,77,48,Dark,Mono,0
154,83,130,54,120,124,Psychic,Mono,0
115,49,88,124,79,148,Bug,Mono,1
185,118,102,99,79,62,Fire,Ground,0
126,96,147,108,78,70,Normal,Mono,1
111,148,124,81,113,88,Normal,Mono,0
181,99,82,120,163,142,Poison,Mono,1
149,73,90,91,98,79,Flying,Mono,1
119,99,59,64,52,156,Ground,Mono,0
190,106,104,68,110,50,Grass,Normal,1
189,155,82,81,63,119,Rock,Mono,0
132,154,140,116,134,56,Flying,Mono,1
103,90,157,114,90,129,Grass,Poison,0
172,169,117,126,80,135,Poison,Mono,1
130,140,148,85,124,76,Ice,Ground,0
192,66,66,162,100,140,Dragon,Ground,0
196,110,150,67,114,83,Fighting,Mono,1
190,109,55,89,86,55,Poison,Mono,0
134,137,140,43,103,117,Flying,Mono,1
188,139,59,120,87,137,Poison,Mono,0
